Month,Transaction,Smartcard.Type,Action.Reason,Number.of.transactions
2019-10,Replace Smartcard,Photo Identification Card,Change Customer Details,203
2019-10,Replace Smartcard,Photo Identification Card,Facial Image Is Not A True Likeness,19
2019-10,Replace Smartcard,Photo Identification Card,Destroyed,15
2019-11,Replace Smartcard,Driver Licence Card,Condition Change,3571
2019-11,Replace Smartcard,Driver Licence Card,Change Customer Details,2270
2019-11,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,1714
2019-10,Replace Smartcard,Marine Licence Ind Card,Stolen,1
2019-11,Replace Smartcard,Marine Licence Ind Card,Marine Licence Transition,25
2019-11,Replace Smartcard,Photo Identification Card,Transition Laminate To Smartcard,45
2019-11,Replace Smartcard,Driver Licence Card,Destroyed,108
2019-10,Replace Smartcard,Industry Authority Card,Condition Change,8
2019-11,Replace Smartcard,Photo Identification Card,Merged,3
2019-11,Replace Smartcard,Marine Licence Ind Card,Managers Approval,5
2019-12,Replace Smartcard,Driver Licence Card,Lost,5095
2019-12,Replace Smartcard,Driver Licence Card,Destroyed,124
2019-12,Replace Smartcard,Industry Authority Card,Da/dgd Smartcard Replacement Fee Exempt,46
2019-12,Replace Smartcard,Marine Licence Ind Card,Lost,11
2019-12,Replace Smartcard,Driver Licence Card,Merged,8
2020-02,Replace Smartcard,Driver Licence Card,Damaged,22
2020-02,Replace Smartcard,Marine Licence Ind Card,Managers Approval,8
2020-02,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,4
2020-03,Replace Smartcard,Driver Licence Card,Lost,4468
2020-03,Replace Smartcard,Driver Licence Card,Change Customer Details,1606
2020-03,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,1766
2020-04,Replace Smartcard,Driver Licence Card,Change Customer Details,1410
2020-04,Replace Smartcard,Photo Identification Card,Lost,330
2020-04,Replace Smartcard,Industry Authority Card,Da/dgd Smartcard Replacement Fee Exempt,29
2020-04,Replace Smartcard,Photo Identification Card,Stolen,53
2020-04,Replace Smartcard,Marine Licence Ind Card,Managers Approval,3
2020-03,Replace Smartcard,Industry Authority Card,Change Customer Details,20
2020-03,Replace Smartcard,Driver Licence Card,Damaged,22
2020-03,Replace Smartcard,Industry Authority Card,Lost In Mail - Imu,42
2020-04,Replace Smartcard,Photo Identification Card,Expired,13
2020-03,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,6
2020-03,Replace Smartcard,Marine Licence Ind Card,Change Customer Details,2
2020-03,Replace Smartcard,Marine Licence Ind Card,Marine Licence Transition,14
2020-05,Replace Smartcard,Driver Licence Card,Destroyed,129
2020-05,Replace Smartcard,Photo Identification Card,Lost,474
2020-05,Replace Smartcard,Driver Licence Card,Product Exists Othr Surrend Void Cancel,11
2020-05,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,5
2020-05,Replace Smartcard,Driver Licence Card,Faulty,18
2020-06,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,10
2020-06,Replace Smartcard,Photo Identification Card,Managers Approval,29
2020-05,Replace Smartcard,Marine Licence Ind Card,Lost In Mail - Imu,4
2020-07,Replace Smartcard,Driver Licence Card,Condition Change,3233
2020-07,Replace Smartcard,Driver Licence Card,Destroyed,191
2020-07,Replace Smartcard,Industry Authority Card,Managers Approval,21
2020-07,Replace Smartcard,Marine Licence Ind Card,Lost In Mail - Imu,6
2020-07,Replace Smartcard,Industry Authority Card,Lost,29
2020-07,Replace Smartcard,Industry Authority Card,Change Customer Details,28
2020-07,Replace Smartcard,Industry Authority Card,Lost In Mail - Imu,45
2020-07,Replace Smartcard,Marine Licence Ind Card,Stolen,1
2020-08,Replace Smartcard,Industry Authority Card,Da/dgd Smartcard Replacement Fee Exempt,36
2020-08,Replace Smartcard,Marine Licence Ind Card,Lost,9
2020-08,Replace Smartcard,Photo Identification Card,Managers Approval,19
2020-09,Replace Smartcard,Industry Authority Card,Da/dgd Smartcard Replacement Fee Exempt,45
2020-09,Replace Smartcard,Photo Identification Card,Stolen,89
2020-09,Replace Smartcard,Photo Identification Card,Damaged,43
2020-08,Replace Smartcard,Driver Licence Card,Merged,2
2020-10,Replace Smartcard,Photo Identification Card,Lost,605
2020-10,Replace Smartcard,Photo Identification Card,Change Customer Details,209
2020-10,Replace Smartcard,Photo Identification Card,Expired,25
2020-10,Replace Smartcard,Marine Licence Ind Card,Lost In Mail - Imu,4
2020-10,Replace Smartcard,Marine Licence Ind Card,Destroyed,1
2020-10,Replace Smartcard,Photo Identification Card,Remove Gender From Smartcard,1
2020-11,Replace Smartcard,Driver Licence Card,Damaged,19
2020-11,Replace Smartcard,Driver Licence Card,Change Customer Details,2247
2020-11,Replace Smartcard,Photo Identification Card,Stolen,68
2020-11,Replace Smartcard,Driver Licence Card,Faulty,15
2020-11,Replace Smartcard,Marine Licence Ind Card,Destroyed,2
2020-11,Replace Smartcard,Photo Identification Card,Merged,3
2020-12,Replace Smartcard,Photo Identification Card,Lost,533
2020-12,Replace Smartcard,Industry Authority Card,Change Customer Details,28
2021-01,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,2006
2021-01,Replace Smartcard,Driver Licence Card,Destroyed,163
2021-01,Replace Smartcard,Industry Authority Card,Stolen,9
2021-01,Replace Smartcard,Photo Identification Card,Managers Approval,24
2020-12,Replace Smartcard,Industry Authority Card,Damaged,1
2021-01,Replace Smartcard,Industry Authority Card,Lost,30
2021-01,Replace Smartcard,Driver Licence Card,Transition Laminate To Smartcard,1
2011-06,Replace Smartcard,Driver Licence Card,Faulty,184
2011-04,Replace Smartcard,Driver Licence Card,Condition Change,72
2011-05,Replace Smartcard,Driver Licence Card,Court Order Issued X3 Or X4 Condition,33
2011-06,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,81
2011-03,Replace Smartcard,Driver Licence Card,Condition Change,31
2011-04,Replace Smartcard,Photo Identification Card,Transition Laminate To Smartcard,14
2011-06,Replace Smartcard,Industry Authority Card,Lost,25
2011-02,Replace Smartcard,Driver Licence Card,Condition Change,27
2011-05,Replace Smartcard,Industry Authority Card,Lost,10
2010-11,Replace Smartcard,Industry Authority Card,Lost,1
2011-06,Replace Smartcard,Photo Identification Card,Lost,222
2011-06,Replace Smartcard,Industry Authority Card,Condition Change,1
2011-06,Replace Smartcard,Industry Authority Card,Managers Approval,15
2011-03,Replace Smartcard,Driver Licence Card,Change Customer Details,59
2011-05,Replace Smartcard,Driver Licence Card,Faulty,19
2011-05,Replace Smartcard,Photo Identification Card,Lost,107
2011-05,Replace Smartcard,Photo Identification Card,Change Customer Details,27
2010-11,Replace Smartcard,Driver Licence Card,Managers Approval,7
2011-04,Replace Smartcard,Industry Authority Card,Managers Approval,13
2011-02,Replace Smartcard,Driver Licence Card,Damaged,3
2010-11,Replace Smartcard,Driver Licence Card,Damaged,2
2011-02,Replace Smartcard,Driver Licence Card,Stolen,25
2011-04,Replace Smartcard,Marine Licence Ind Card,Marine Licence Transition,4
2011-06,Replace Smartcard,Driver Licence Card,Destroyed,16
2011-04,Replace Smartcard,Industry Authority Card,Transition Laminate To Smartcard,2
2011-02,Replace Smartcard,Driver Licence Card,Managers Approval,1
2011-01,Replace Smartcard,Photo Identification Card,Change Customer Details,5
2010-12,Replace Smartcard,Photo Identification Card,Damaged,2
2011-02,Replace Smartcard,Photo Identification Card,Stolen,1
2011-02,Replace Smartcard,Photo Identification Card,Change Customer Details,3
2011-06,Replace Smartcard,Industry Authority Card,Destroyed,1
2011-07,Replace Smartcard,Industry Authority Card,Managers Approval,41
2011-07,Replace Smartcard,Marine Licence Ind Card,Change Customer Details,1
2011-08,Replace Smartcard,Industry Authority Card,Managers Approval,41
2011-08,Replace Smartcard,Driver Licence Card,Managers Approval,186
2011-08,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,2
2011-08,Replace Smartcard,Industry Authority Card,Product Exists Othr Surrend Void Cancel,1
2011-08,Replace Smartcard,Photo Identification Card,Destroyed,7
2011-09,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,231
2011-09,Replace Smartcard,Driver Licence Card,Transition Laminate To Smartcard,144
2011-09,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,5
2011-09,Replace Smartcard,Photo Identification Card,Lost,414
2011-09,Replace Smartcard,Photo Identification Card,Destroyed,8
2011-09,Replace Smartcard,Marine Licence Ind Card,Managers Approval,1
2011-10,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,326
2011-10,Replace Smartcard,Industry Authority Card,Condition Change,25
2011-10,Replace Smartcard,Photo Identification Card,Lost,426
2011-10,Replace Smartcard,Marine Licence Ind Card,Lost In Mail - Imu,1
2011-11,Replace Smartcard,Driver Licence Card,Faulty,334
2011-11,Replace Smartcard,Driver Licence Card,Managers Approval,323
2011-11,Replace Smartcard,Driver Licence Card,Facial Image Is Not A True Likeness,22
2011-11,Replace Smartcard,Photo Identification Card,Change Customer Details,149
2011-11,Replace Smartcard,Photo Identification Card,Destroyed,14
2011-11,Replace Smartcard,Industry Authority Card,Change Customer Details,36
2011-11,Replace Smartcard,Photo Identification Card,Managers Approval,13
2011-11,Replace Smartcard,Industry Authority Card,Product Exists Othr Surrend Void Cancel,10
2011-12,Replace Smartcard,Driver Licence Card,Destroyed,54
2011-12,Replace Smartcard,Industry Authority Card,Stolen,19
2011-12,Replace Smartcard,Driver Licence Card,Facial Image Is Not A True Likeness,18
2011-12,Replace Smartcard,Driver Licence Card,Transition Laminate To Smartcard,128
2011-12,Replace Smartcard,Industry Authority Card,Faulty,20
2011-12,Replace Smartcard,Industry Authority Card,Damaged,3
2012-01,Replace Smartcard,Driver Licence Card,Faulty,367
2012-01,Replace Smartcard,Photo Identification Card,Facial Image Is Not A True Likeness,18
2012-01,Replace Smartcard,Driver Licence Card,Defective,29
2012-01,Replace Smartcard,Photo Identification Card,Lost In Mail - Imu,30
2012-01,Replace Smartcard,Industry Authority Card,Faulty,103
2012-02,Replace Smartcard,Photo Identification Card,Lost,696
2012-02,Replace Smartcard,Industry Authority Card,Da/dgd Smartcard Replacement Fee Exempt,455
2012-02,Replace Smartcard,Industry Authority Card,Managers Approval,55
2012-02,Replace Smartcard,Industry Authority Card,Faulty,140
2012-02,Replace Smartcard,Driver Licence Card,Damaged,225
2012-02,Replace Smartcard,Driver Licence Card,Transition Laminate To Smartcard,140
2012-02,Replace Smartcard,Photo Identification Card,Damaged,34
2012-03,Replace Smartcard,Driver Licence Card,Managers Approval,562
2012-03,Replace Smartcard,Driver Licence Card,Product Exists Othr Surrend Void Cancel,132
2012-03,Replace Smartcard,Industry Authority Card,Change Customer Details,17
2012-03,Replace Smartcard,Driver Licence Card,Defective,20
2012-03,Replace Smartcard,Marine Licence Ind Card,Condition Change,2
2012-03,Replace Smartcard,Industry Authority Card,Damaged,1
2012-04,Replace Smartcard,Driver Licence Card,Change Customer Details,1884
2012-04,Replace Smartcard,Driver Licence Card,Transition Laminate To Smartcard,101
2012-04,Replace Smartcard,Photo Identification Card,Change Customer Details,123
2012-04,Replace Smartcard,Photo Identification Card,Stolen,113
2012-04,Replace Smartcard,Industry Authority Card,Lost,27
2012-04,Replace Smartcard,Marine Licence Ind Card,Managers Approval,4
2012-04,Replace Smartcard,Marine Licence Ind Card,Condition Change,1
2012-05,Replace Smartcard,Industry Authority Card,Stolen,12
2012-05,Replace Smartcard,Driver Licence Card,Defective,23
2012-05,Replace Smartcard,Photo Identification Card,Faulty,13
2012-05,Replace Smartcard,Marine Licence Ind Card,Managers Approval,2
2012-05,Replace Smartcard,Industry Authority Card,Damaged,1
2012-06,Replace Smartcard,Driver Licence Card,Change Customer Details,2135
2012-06,Replace Smartcard,Driver Licence Card,Defective,18
2012-06,Replace Smartcard,Industry Authority Card,Destroyed,2
2012-06,Replace Smartcard,Industry Authority Card,Stolen,12
2012-07,Replace Smartcard,Driver Licence Card,Condition Change,1571
2012-07,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,427
2012-07,Replace Smartcard,Industry Authority Card,Change Customer Details,25
2012-07,Replace Smartcard,Photo Identification Card,Merged,2
2012-08,Replace Smartcard,Driver Licence Card,Product Exists Othr Surrend Void Cancel,107
2012-08,Replace Smartcard,Photo Identification Card,Facial Image Is Not A True Likeness,18
2012-08,Replace Smartcard,Driver Licence Card,Damaged,201
2012-08,Replace Smartcard,Driver Licence Card,Defective,16
2012-08,Replace Smartcard,Marine Licence Ind Card,Lost,10
2012-06,Replace Smartcard,Marine Licence Ind Card,Lost In Mail - Imu,1
2012-09,Replace Smartcard,Driver Licence Card,Condition Change,1431
2012-09,Replace Smartcard,Driver Licence Card,Destroyed,49
2012-09,Replace Smartcard,Marine Licence Ind Card,Marine Licence Transition,13
2012-09,Replace Smartcard,Photo Identification Card,Managers Approval,19
2012-09,Replace Smartcard,Photo Identification Card,Defective,1
2012-09,Replace Smartcard,Industry Authority Card,Da/dgd Smartcard Replacement Fee Exempt,12
2012-09,Replace Smartcard,Driver Licence Card,Merged,1
2012-10,Replace Smartcard,Photo Identification Card,Lost,608
2012-10,Replace Smartcard,Marine Licence Ind Card,Lost,4
2012-10,Replace Smartcard,Photo Identification Card,Faulty,7
2012-10,Replace Smartcard,Industry Authority Card,Product Exists Othr Surrend Void Cancel,1
2012-10,Replace Smartcard,Industry Authority Card,Faulty,2
2012-11,Replace Smartcard,Driver Licence Card,Condition Change,1589
2012-11,Replace Smartcard,Industry Authority Card,Lost In Mail - Imu,16
2012-11,Replace Smartcard,Marine Licence Ind Card,Condition Change,2
2012-12,Replace Smartcard,Driver Licence Card,Managers Approval,613
2012-12,Replace Smartcard,Photo Identification Card,Facial Image Is Not A True Likeness,5
2012-12,Replace Smartcard,Photo Identification Card,Stolen,82
2012-12,Replace Smartcard,Photo Identification Card,Managers Approval,24
2012-12,Replace Smartcard,Industry Authority Card,Destroyed,1
2013-01,Replace Smartcard,Driver Licence Card,Destroyed,56
2013-01,Replace Smartcard,Industry Authority Card,Stolen,19
2013-01,Replace Smartcard,Industry Authority Card,Managers Approval,14
2013-01,Replace Smartcard,Marine Licence Ind Card,Change Customer Details,4
2013-02,Replace Smartcard,Driver Licence Card,Change Customer Details,2083
2013-02,Replace Smartcard,Driver Licence Card,Managers Approval,753
2013-02,Replace Smartcard,Driver Licence Card,Disaster Relief,75
2013-02,Replace Smartcard,Driver Licence Card,Defective,15
2013-02,Replace Smartcard,Industry Authority Card,Transition Laminate To Smartcard,1
2013-02,Replace Smartcard,Marine Licence Ind Card,Managers Approval,7
2013-02,Replace Smartcard,Photo Identification Card,Transition Laminate To Smartcard,11
2013-03,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,579
2013-03,Replace Smartcard,Driver Licence Card,Court Order Issued X3 Or X4 Condition,178
2013-03,Replace Smartcard,Marine Licence Ind Card,Managers Approval,3
2013-03,Replace Smartcard,Driver Licence Card,Merged,2
2013-03,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,4
2013-04,Replace Smartcard,Driver Licence Card,Defective,15
2013-04,Replace Smartcard,Marine Licence Ind Card,Change Customer Details,5
2013-04,Replace Smartcard,Industry Authority Card,Destroyed,1
2013-05,Replace Smartcard,Driver Licence Card,Condition Change,1874
2013-05,Replace Smartcard,Photo Identification Card,Damaged,30
2013-05,Replace Smartcard,Marine Licence Ind Card,Lost In Mail - Imu,1
2013-05,Replace Smartcard,Photo Identification Card,Managers Approval,36
2013-05,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,3
2013-06,Replace Smartcard,Driver Licence Card,Destroyed,31
2013-06,Replace Smartcard,Photo Identification Card,Defective,1
2013-07,Replace Smartcard,Driver Licence Card,Change Customer Details,2359
2013-07,Replace Smartcard,Industry Authority Card,Da/dgd Smartcard Replacement Fee Exempt,15
2013-07,Replace Smartcard,Driver Licence Card,Destroyed,54
2013-07,Replace Smartcard,Driver Licence Card,Defective,13
2013-07,Replace Smartcard,Industry Authority Card,Lost,40
2013-07,Replace Smartcard,Marine Licence Ind Card,Stolen,1
